movie_id,title,Budget,Revenue,Popularity,Genres,Primary_Genre,Genre_Count,Director,Production_Companies,Primary_Production_Company,Production_Company_Count,Release_Date,Cast_Count,Lead_Actor,Second_Lead_Actor,Third_Lead_Actor,Male_Cast_Count,Female_Cast_Count,Unknown_Cast_Gender_Count,Cast_Gender_Ratio,Crew_Count,Producer_Count,Writer_Count,Male_Crew_Count,Female_Crew_Count,Unknown_Crew_Gender_Count,Unique_Department_Count,Top_Crew_Department,Cast_Crew_Ratio,Total_People_Involved,Profit,ROI,Revenue_Budget_Ratio,Budget_Category,Financial_Result,Budget_Efficiency,Popularity_Category,Profitability_Category,Popularity_Profitability_Segment,Release_Year,Release_Month,Release_Month_Name,Release_Quarter,Release_Season,Has_Budget_Data,Has_Revenue_Data,Has_Financial_Data,Has_Genre_Data,Has_Company_Data,Has_Release_Data
60243,A Separation,5000000,24426169,4.08,Drama,Drama,1,Asghar Farhadi,"Asghar Farhadi Productions, Memento Production",Asghar Farhadi Productions,2,15-02-2011 00:00,11,Leila Hatami,Kimia Hosseini,Merila Zarei,4,2,5,2,14,1,1,7,0,7,8,Sound,0.79,25,19426169,388.52,4.89,Low Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2011,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57294,Crying with Laughter,0,0,0.47,"Comedy, Drama, Thriller",Comedy,3,Justin Molotnikov,"Wellington Films, BBC Scotland, EM Media, Scottish Screen, Synchronicity Films",Wellington Films,5,01-06-2009 00:00,4,Stephen McCole,Malcolm Shields,Andrew Neil,1,0,3,,2,0,1,0,0,2,2,Directing,2,6,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2009,6,June,Q2,Summer,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11446,Welcome to the Dollhouse,800000,5034794,4.3,"Comedy, Drama",Comedy,2,Todd Solondz,Suburban Pictures,Suburban Pictures,1,22-03-1996 00:00,14,Heather Matarazzo,Victoria Davis,Christina Brucato,6,4,4,1.5,7,1,1,5,2,0,6,Production,2,21,4234794,529.35,6.29,Low Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1996,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47889,Ruby in Paradise,800000,1001437,0.6,"Drama, Romance",Drama,2,Victor Nunez,"Ruby in Paradise, Full Crew/Say Yea",Ruby in Paradise,2,08-10-1993 00:00,9,Ashley Judd,Todd Field,Bentley Mitchum,2,1,6,2,13,0,1,4,0,9,8,Production,0.69,22,201437,25.18,1.25,Low Budget,Profit,Moderate,Low Popularity,Moderately Profitable,Low Popularity - Moderately Profitable,1993,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
25461,Raising Victor Vargas,800000,2816116,1.01,"Drama, Romance",Drama,2,Peter Sollett,"BlueLight, Forensic Films, StudioCanal",BlueLight,3,28-03-2003 00:00,9,Victor Rasuk,Judy Marte,Melonie Diaz,2,3,4,0.67,3,1,1,2,1,0,3,Production,3,12,2016116,252.01,3.52,Low Budget,Profit,Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2003,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
905,Pandora's Box,0,885533,1.41,"Drama, Crime, Romance",Drama,3,G.W. Pabst,Nero-Film AG,Nero-Film AG,1,30-01-1929 00:00,6,Louise Brooks,Fritz Kortner,Francis Lederer,2,2,2,1,6,1,1,2,0,4,5,Writing,1,12,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,1929,1,January,Q1,Winter,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
279759,Harrison Montgomery,0,0,3.26,Drama,Drama,1,,"Momentum, Divisadero Pictures",Momentum,2,01-01-2008 00:00,0,,,,0,0,0,,0,0,0,0,0,0,0,Unknown,0,0,,,,Unknown,Insufficient Financial Data,Unknown,Medium Popularity,Unknown,Medium Popularity - Unknown,2008,1,January,Q1,Winter,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
78705,Live-In Maid,0,200054,1.34,Drama,Drama,1,Jorge Gaggero,"Libido Cine, Filmanova, Aquafilms, Filmanova Invest",Libido Cine,4,21-09-2004 00:00,5,Norma Aleandro,Norma Argentina,Marcos Mundstock,0,1,4,0,1,0,0,0,0,1,1,Directing,5,6,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2004,9,September,Q3,Autumn,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
25212,Deterrence,800000,145071,2.71,"Action, Drama, Mystery, Thriller",Action,4,Rod Lurie,"TF1 International, Battleplan Productions, Moonstone Entertainment, Paramount Classics",TF1 International,4,10-03-2000 00:00,23,Kevin Pollak,Timothy Hutton,Sheryl Lee Ralph,12,5,6,2.4,9,1,1,6,0,3,7,Production,2.56,32,-654929,-81.87,0.18,Low Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,2000,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26899,The Mudge Boy,800000,62852,1.98,"Drama, Romance",Drama,2,Michael Burke,"Showtime Independent Films, First Cold Press",Showtime Independent Films,2,17-01-2003 00:00,6,Emile Hirsch,Tom Guiry,Richard Jenkins,6,0,0,,2,0,1,2,0,0,2,Directing,3,8,-737148,-92.14,0.08,Low Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2003,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
146269,The Young Unknowns,0,0,1.57,Drama,Drama,1,Catherine Jelski,,Unknown,0,12-03-2000 00:00,6,Devon Gummersall,Arly Jover,Eion Bailey,4,2,0,2,6,0,1,1,2,3,5,Writing,1,12,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2000,3,March,Q1,Spring,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
292483,Not Cool,800000,36026,2.02,"Comedy, Romance, Drama",Comedy,3,Shane Dawson,"Steeltown Entertainment, Point Park University, Shaderville",Steeltown Entertainment,3,23-09-2014 00:00,5,Shane Dawson,Cherami Leigh,Drew Monson,0,2,3,0,20,3,1,2,2,16,5,Production,0.25,25,-763974,-95.5,0.05,Low Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2014,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14451,Dead Snow,800000,2166797,3,"Horror, Comedy",Horror,2,Tommy Wirkola,"Zwart Arbeid, Euforia Film, FilmCamp, Miho Film, Yellow Bastard Production, News On Request, Barentsfilm",Zwart Arbeid,7,09-01-2009 00:00,10,Charlotte Frogner,Stig Frode Henriksen,Vegar Hoel,4,2,4,2,28,2,2,3,0,25,10,Crew,0.36,38,1366797,170.85,2.71,Low Budget,Profit,Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2009,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10105,Saints and Soldiers,780000,1310470,1.38,"War, Drama, History",War,3,Ryan Little,"Go Films, Medal Of Honor",Go Films,2,11-09-2003 00:00,20,Larry Bagby,Alexander Polinsky,Kirby Heyborne,5,0,15,,17,6,0,6,0,11,7,Production,1.18,37,530470,68.01,1.68,Low Budget,Profit,Moderate,Low Popularity,Moderately Profitable,Low Popularity - Moderately Profitable,2003,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
211557,Vessel,0,0,0.26,"Horror, Science Fiction",Horror,2,Clark Baker,Baker's Dozen Productions,Baker's Dozen Productions,1,28-10-2012 00:00,7,Brandon Bales,Brandy Maasch,Julie Mintz,2,0,5,,6,0,2,2,0,4,5,Writing,1.17,13,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2012,10,October,Q4,Autumn,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
838,American Graffiti,777000,140000000,3.8,"Comedy, Drama",Comedy,2,George Lucas,"Lucasfilm Ltd., The Coppola Company, Universal Pictures",Lucasfilm Ltd.,3,11-08-1973 00:00,26,Richard Dreyfuss,Ron Howard,Paul Le Mat,9,6,11,1.5,15,2,3,10,3,2,7,Production,1.73,41,139223000,17918.02,180.18,Low Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,1973,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40862,Iraq for Sale: The War Profiteers,0,0,0.9,Documentary,Documentary,1,Robert Greenwald,,Unknown,0,01-09-2006 00:00,1,Shereef Akeel,,,0,0,1,,1,0,0,1,0,0,1,Directing,1,2,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2006,9,September,Q3,Autumn,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5500000,0.84,"Comedy, Action, Animation, Adventure, Fantasy, Science Fiction",Comedy,6,Dave Willis,"Williams Street, Radical Axis",Williams Street,2,13-04-2007 00:00,7,Dana Snyder,Carey Means,Dave Willis,6,0,1,,31,0,0,2,0,29,6,Visual Effects,0.23,38,4750000,633.33,7.33,Low Budget,Profit,Highly Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2007,4,April,Q2,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
84332,Safety Not Guaranteed,750000,4424699,2.37,"Comedy, Romance, Science Fiction",Comedy,3,Colin Trevorrow,"Duplass Brothers Productions, Big Beach",Duplass Brothers Productions,2,08-06-2012 00:00,19,Aubrey Plaza,Mark Duplass,Jake Johnson,4,5,10,0.8,23,5,1,9,1,13,9,Production,0.83,42,3674699,489.96,5.9,Low Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,2012,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
74510,Kevin Hart: Laugh at My Pain,0,7706436,0.98,Comedy,Comedy,1,Tim Story,"HartBeat Productions, Codeblack Entertainment, Comedy Central Films, Usual Suspects Productions",HartBeat Productions,4,09-09-2011 00:00,2,Kevin Hart,Na'im Lynn,,1,0,1,,3,0,1,3,0,0,2,Directing,0.67,5,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2011,9,September,Q3,Autumn,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
74725,Kill List,500000,450275,2.03,"Horror, Thriller, Crime",Horror,3,Ben Wheatley,"Warp X, Rook Films, Film4 Productions, UK Film Council, Protagonist Pictures, NonStop Entertainment, Madman Entertainment",Warp X,7,02-09-2011 00:00,19,Neil Maskell,MyAnna Buring,Harry Simpson,9,3,7,3,14,2,2,5,1,8,9,Production,1.36,33,-49725,-9.94,0.9,Low Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2011,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58428,The Innkeepers,750000,1200000,3.34,"Horror, Thriller",Horror,2,Ti West,"Dark Sky Films, Glass Eye Pix",Dark Sky Films,2,03-02-2012 00:00,8,Sara Paxton,Pat Healy,Kelly McGillis,2,5,1,0.4,15,4,1,5,2,8,8,Production,0.53,23,450000,60,1.6,Low Budget,Profit,Moderate,Medium Popularity,Moderately Profitable,Medium Popularity - Moderately Profitable,2012,2,February,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8416,The Conformist,750000,233493,2.6,Drama,Drama,1,Bernardo Bertolucci,"Marianne Productions, Maran Film, Mars Film Produzione",Marianne Productions,3,29-01-1971 00:00,9,Jean-Louis Trintignant,Stefania Sandrelli,Gastone Moschin,3,3,3,1,14,0,1,6,1,7,8,Costume & Make-Up,0.64,23,-516507,-68.87,0.31,Low Budget,Loss,Inefficient,Medium Popularity,Unprofitable,Medium Popularity - Unprofitable,1971,1,January,Q1,Winter,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
36584,Interview with the Assassin,500000,0,0.29,"Drama, Thriller",Drama,2,Neil Burger,Magnolia Pictures,Magnolia Pictures,1,10-10-2002 00:00,6,Dylan Haggerty,Renee Faia,Dennis Lau,2,1,3,2,1,0,0,1,0,0,1,Directing,6,7,,,,Low Budget,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2002,10,October,Q4,Autumn,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13429,Donkey Punch,0,0,0.77,"Horror, Drama, Thriller, Crime",Horror,4,Olly Blackburn,"Madman Entertainment, Warp X, Film4 Productions",Madman Entertainment,3,18-07-2008 00:00,7,Nichola Burley,Sian Breckin,Jaime Winstone,3,3,1,1,19,2,0,5,1,13,8,Production,0.37,26,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2008,7,July,Q3,Summer,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
9022,All the Boys Love Mandy Lane,750000,1757270,1.24,"Horror, Mystery, Thriller",Horror,3,Jonathan Levine,Occupant Films,Occupant Films,1,09-09-2006 00:00,13,Amber Heard,Anson Mount,Michael Welch,7,6,0,1.17,11,4,1,1,0,10,7,Production,1.18,24,1007270,134.3,2.34,Low Budget,Profit,Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2006,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22530,Bled,0,0,0.52,Horror,Horror,1,Christopher Hutson,,Unknown,0,07-04-2009 00:00,10,Sarah Farooqui,Chris Ivan Cevic,Alex Petrovitch,2,5,3,0.4,1,0,0,1,0,0,1,Directing,10,11,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2009,4,April,Q2,Spring,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
288,High Noon,730000,8000000,6.57,Western,Western,1,Fred Zinnemann,Stanley Kramer Productions,Stanley Kramer Productions,1,09-06-1952 00:00,57,Gary Cooper,Grace Kelly,Thomas Mitchell,33,5,19,6.6,33,1,1,13,0,20,10,Crew,1.73,90,7270000,995.89,10.96,Low Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1952,6,June,Q2,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14275,Hoop Dreams,700000,7830611,1.14,Documentary,Documentary,1,Steve James,"Fine Line Features, Kartemquin Films",Fine Line Features,2,12-09-1994 00:00,3,William Gates,Arthur Agee,Steve James,3,0,0,,3,0,2,3,0,0,2,Writing,1,6,7130611,1018.66,11.19,Low Budget,Profit,Highly Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,1994,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2287,Rize,0,0,0.84,Documentary,Documentary,1,David LaChapelle,"David LaChapelle Studios, HSI Productions, Darkfibre Entertainment Ltd., Got Films",David LaChapelle Studios,4,15-01-2005 00:00,8,Christopher Toler,Tommy the Clown,Miss Prissy,3,0,5,,8,2,0,2,1,5,5,Sound,1,16,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2005,1,January,Q1,Winter,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
18734,L.I.E.,700000,1667192,1.17,"Drama, Crime",Drama,2,Michael Cuesta,"Alter Ego Entertainment, Belladonna Productions",Alter Ego Entertainment,2,07-09-2001 00:00,9,Paul Dano,Bruce Altman,Brian Cox,7,0,2,,4,0,3,2,0,2,2,Writing,2.25,13,967192,138.17,2.38,Low Budget,Profit,Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2001,9,September,Q3,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
206197,The Sisterhood of Night,0,0,0.72,"Mystery, Drama, Thriller",Mystery,3,Caryn Waechter,"Evenstar Films, Cine Mosaic",Evenstar Films,2,10-04-2015 00:00,49,Kara Hayward,Georgie Henley,Olivia DeJonge,4,6,39,0.67,3,0,1,0,0,3,2,Writing,16.33,52,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2015,4,April,Q2,Spring,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
26837,B-Girl,0,0,0.84,"Music, Crime, Drama",Music,3,Emily Dell,Two Camels Films,Two Camels Films,1,29-07-2009 00:00,7,Julie 'Jules' Urich,Missy Yager,Wesley Jonathan,3,3,1,1,1,0,0,0,0,1,1,Directing,7,8,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2009,7,July,Q3,Summer,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
7859,Half Nelson,700000,4911725,1.79,Drama,Drama,1,Ryan Fleck,"Hunting Lane Films, Journeyman Pictures, Original Media, Silverwood Films, Traction Media",Hunting Lane Films,5,11-08-2006 00:00,23,Ryan Gosling,Jeff Lima,Shareeka Epps,8,9,6,0.89,18,6,0,4,4,10,5,Production,1.28,41,4211725,601.67,7.02,Low Budget,Profit,Highly Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,2006,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
302579,Naturally Native,700000,10508,0.6,Drama,Drama,1,Valerie Red-Horse,Red-Horse Native Productions,Red-Horse Native Productions,1,08-10-1999 00:00,17,Valerie Red-Horse,Yvonne Russo,Irene Bedard,5,2,10,2.5,29,2,1,2,1,26,10,Crew,0.59,46,-689492,-98.5,0.02,Low Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,1999,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51955,Hav Plenty,0,0,0.61,"Comedy, Romance",Comedy,2,Christopher Scott Cherot,,Unknown,0,11-09-1997 00:00,10,Christopher Scott Cherot,Chenoa Maxwell,Tammi Katherine Jones,3,4,3,0.75,10,1,1,3,3,4,6,Production,1,20,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,1997,9,September,Q3,Autumn,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
376004,Adulterers,750000,0,3.78,"Thriller, Drama",Thriller,2,H.M. Coakley,Datari Turner Productions,Datari Turner Productions,1,05-01-2016 00:00,6,Sean Faris,Danielle Savre,Mehcad Brooks,2,4,0,0.5,41,3,1,7,0,34,10,Production,0.15,47,,,,Low Budget,Insufficient Financial Data,Unknown,Medium Popularity,Unknown,Medium Popularity - Unknown,2016,1,January,Q1,Winter,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
158752,Escape from Tomorrow,650000,171962,0.49,"Horror, Fantasy, Comedy, Drama, Science Fiction, Thriller",Horror,6,Randy Moore,"Mankurt Media, Producers Distribution Agency",Mankurt Media,2,11-10-2013 00:00,8,Roy Abramsohn,Elena Schuber,Katelynn Rodriguez,1,1,6,1,10,2,1,1,0,9,7,Production,0.8,18,-478038,-73.54,0.26,Low Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2013,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40658,Starsuckers,0,0,0.63,Documentary,Documentary,1,Chris Atkins,,Unknown,0,30-09-2009 00:00,15,Ellis Cashmore,Max Clifford,Richard Curtis,6,1,8,6,1,0,0,0,0,1,1,Directing,15,16,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2009,9,September,Q3,Autumn,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
296943,The Hadza:  Last of the First,0,0,0.1,Documentary,Documentary,1,Bill Benenson,,Unknown,0,31-10-2014 00:00,0,,,,0,0,0,,1,0,0,1,0,0,1,Directing,0,1,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2014,10,October,Q4,Autumn,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
118612,After,0,0,0.63,"Mystery, Thriller, Horror, Drama",Mystery,4,Ryan Smith,"Quite Quick Productions, Seabourne Pictures",Quite Quick Productions,2,27-08-2012 00:00,13,Steven Strait,Karolina Wydra,Sandra Ellis Lafferty,5,3,5,1.67,31,1,1,1,0,30,10,Production,0.42,44,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2012,8,August,Q3,Summer,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
138976,Treachery,625000,0,1.23,Drama,Drama,1,Travis Romero,,Unknown,0,16-05-2013 00:00,4,Matthew Ziff,Michael Biehn,Sarah Butler,3,1,0,3,1,0,0,0,0,1,1,Directing,4,5,,,,Low Budget,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2013,5,May,Q2,Spring,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
323967,Walter,700000,0,2.56,"Drama, Comedy",Drama,2,Anna Mastro,,Unknown,0,13-03-2015 00:00,10,Andrew J. West,Justin Kirk,Virginia Madsen,6,3,1,2,30,5,1,1,0,29,8,Production,0.33,40,,,,Low Budget,Insufficient Financial Data,Unknown,Medium Popularity,Unknown,Medium Popularity - Unknown,2015,3,March,Q1,Spring,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
3080,Top Hat,609000,3202000,1.27,"Music, Comedy, Romance",Music,3,Mark Sandrich,RKO Radio Pictures,RKO Radio Pictures,1,29-08-1935 00:00,8,Fred Astaire,Ginger Rogers,Edward Everett Horton,3,3,2,1,20,1,2,11,0,9,9,Sound,0.4,28,2593000,425.78,5.26,Low Budget,Profit,Highly Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,1935,8,August,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2667,The Blair Witch Project,60000,248639099,6.04,"Horror, Mystery",Horror,2,Daniel Myrick,"Haxan Films, Artisan Entertainment",Haxan Films,2,14-07-1999 00:00,10,Michael C. Williams,Heather Donahue,Joshua Leonard,5,1,4,5,28,2,2,11,1,16,8,Production,0.36,38,248579099,414298.5,4143.98,Low Budget,Profit,Highly Efficient,High Popularity,Highly Profitable,High Popularity - Highly Profitable,1999,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
9459,Woodstock,600000,50000000,1.66,"Documentary, History, Music",Documentary,3,Michael Wadleigh,"Wadleigh-Maurice, Warner Bros. Pictures",Wadleigh-Maurice,2,26-03-1970 00:00,12,Joe Cocker,Richie Havens,Joan Baez,4,2,6,2,20,0,1,10,2,8,5,Camera,0.6,32,49400000,8233.33,83.33,Low Budget,Profit,Highly Efficient,Low Popularity,Highly Profitable,Low Popularity - Highly Profitable,1970,3,March,Q1,Spring,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
11598,The Kentucky Fried Movie,600000,0,1.95,Comedy,Comedy,1,John Landis,"United Film Distribution Company (UFDC), Kentucky Fried Theatre, Taurus Film",United Film Distribution Company (UFDC),3,10-08-1977 00:00,22,Evan C. Kim,Bong Soo Han,Marilyn Joi,10,4,8,2.5,12,1,3,9,1,2,6,Production,1.83,34,,,,Low Budget,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,1977,8,August,Q3,Summer,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
26916,Mercy Streets,600000,173599,0.56,"Action, Adventure, Drama",Action,3,Jon Gunn,Providence Entertainment,Providence Entertainment,1,31-10-2000 00:00,5,Eric Roberts,David A.R. White,Cynthia Watros,4,1,0,4,1,0,0,1,0,0,1,Directing,5,6,-426401,-71.07,0.29,Low Budget,Loss,Inefficient,Low Popularity,Unprofitable,Low Popularity - Unprofitable,2000,10,October,Q4,Autumn,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
181940,Carousel of Revenge,0,0,0.14,"Thriller, Mystery",Thriller,2,Gene Teigland,B.Sting Entertainment,B.Sting Entertainment,1,20-07-2007 00:00,7,Erik Allen,Randy Baranczyk,Chris Carlson,0,0,7,,12,3,2,0,0,12,7,Production,0.58,19,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2007,7,July,Q3,Summer,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
125263,Broken Vessels,600000,0,0.56,Drama,Drama,1,Scott Ziehl,,Unknown,0,18-04-1998 00:00,13,Todd Field,Jason London,Roxana Zal,7,5,1,1.4,1,0,0,1,0,0,1,Directing,13,14,,,,Low Budget,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,1998,4,April,Q2,Spring,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
263503,Water & Power,0,0,2.55,"Crime, Drama",Crime,2,Richard Montoya,"Olmos Productions, SunCast Entertainment, Roberts/David Films, North / South Pictures, Roberts Media",Olmos Productions,5,02-05-2014 00:00,11,Enrique Murciano,Nicholas Gonzalez,Clancy Brown,6,4,1,1.5,3,0,1,2,0,1,3,Directing,3.67,14,,,,Unknown,Insufficient Financial Data,Unknown,Medium Popularity,Unknown,Medium Popularity - Unknown,2014,5,May,Q2,Spring,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
324322,They Will Have to Kill Us First,522360,0,0.05,"Music, Documentary",Music,2,Johanna Schwartz,"Together Films, Mojo Musique, Spring Films, Splice Post",Together Films,4,13-10-2015 00:00,5,Aliou Touré,Oumar Touré,Garba Touré,0,0,5,,3,0,1,0,0,3,3,Directing,1.67,8,,,,Low Budget,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2015,10,October,Q4,Autumn,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
331493,Light from the Darkroom,600000,0,0.74,,Unknown,0,,"Gitana Productions, Grey Hour Production Services",Gitana Productions,2,01-01-2014 00:00,0,,,,0,0,0,,0,0,0,0,0,0,0,Unknown,0,0,,,,Low Budget,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2014,1,January,Q1,Winter,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
375950,The Country Doctor,0,0,0.78,"Drama, Comedy",Drama,2,Thomas Lilti,"France 2 Cinéma, 31 Juin Films, Les Films du Parc, Le Pacte, Cinéfrance Studios",France 2 Cinéma,5,23-03-2016 00:00,36,François Cluzet,Marianne Denicourt,Isabelle Sadoyan,1,4,31,0.25,5,0,3,0,0,5,3,Writing,7.2,41,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2016,3,March,Q1,Spring,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
278348,The Maid's Room,0,0,0.64,Thriller,Thriller,1,Michael Walker,,Unknown,0,08-08-2014 00:00,10,Paula Garcés,Annabella Sciorra,Bill Camp,3,3,4,1,10,1,1,4,2,4,8,Directing,1,20,,,,Unknown,Insufficient Financial Data,Unknown,Low Popularity,Unknown,Low Popularity - Unknown,2014,8,August,Q3,Summer,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
704,A Hard Day's Night,560000,11000000,2.57,"Comedy, Music",Comedy,2,Richard Lester,"Proscenium Films, Walter Shenson Films",Proscenium Films,2,07-07-1964 00:00,14,John Lennon,Paul McCartney,George Harrison,9,1,4,9,9,2,1,5,1,3,7,Production,1.56,23,10440000,1864.29,19.64,Low Budget,Profit,Highly Efficient,Medium Popularity,Highly Profitable,Medium Popularity - Highly Profitable,1964,7,July,Q3,Summer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
